SourceID,ProductLine,Category,ItemNumber,ItemType,SeriesName,Series ID,Description,FDE SKU,Dimensions,Status,ComponentsQTY,Color,ItemColorSwatch,Exclusive Flag,Outlet Flag,Tag Type,QR1,QR2,Product Feature 1,Product Feature 2,Product Feature 3,Product Feature 4,Product Feature 5,Empty 10,Configuration 1,Configuration 2,SeriesMainImage,LoadDT
208524,Bedroom,Bed,B214B15,Kit,Lodanna,B214,King Panel Bed,APK-B214-KTB,"80""W x 86""D x 53""H",Current,"B100-14,1;B214-56,1;B214-58,1;B214-95,1",Gray,B214-FINISH-500,0.0,,Back,,,,,,,,,,,B214-31-36-46-57-OFF-54-96-92,2025-10-21 09:00:48
115829,Bedroom,Bed,B214B2,Kit,Lodanna,B214,Queen Panel Bed,APK-B214-QPB,"63.5""W x 85""D x 53""H",Current,"B214-54,1;B214-57,1;B214-96,1",Gray,B214-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/lodanna_queen_panel_bed/APK-B214-QPB.html,https://www.ashleyfurniture.com/p/lodanna_queen_panel_bed/APK-B214-QPB.html,LED-Lights,,,,,,1.0,A,B214-31-36-46-57-OFF-54-96-92,2025-10-21 09:00:48
115831,Bedroom,Bed,B214B3,Kit,Lodanna,B214,Queen Panel Bed with 2 Storage Drawers,APK-B214-QSB,"63.5""W x 86""D x 53""H",Current,"B214-54S,1;B214-57,1;B214-96,1",Gray,B214-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/lodanna_queen_panel_bed_with_2_storage_drawers/APK-B214-QPS.html,https://www.ashleyfurniture.com/p/lodanna_queen_panel_bed_with_2_storage_drawers/APK-B214-QPS.html,LED-Lights,,,,,,1.0,A,B214-31-36-46-57-ON-54S-96-92,2025-10-21 09:00:48
115833,Bedroom,Bed,B214B4,Kit,Lodanna,B214,Full Panel Bed,APK-B214-FPB,"56.5""W x 80""D x 53""H",Current,"B214-84,1;B214-86,1;B214-87,1",Gray,B214-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/lodanna_full_panel_bed/APK-B214-FPB.html,https://www.ashleyfurniture.com/p/lodanna_full_panel_bed/APK-B214-FPB.html,LED-Lights,,,,,,,,B214-31-36-46-57-OFF-54-96-92,2025-10-21 09:00:48
115835,Bedroom,Bed,B214B5,Kit,Lodanna,B214,Full Panel Bed with 2 Storage Drawers,APK-B214-FSB,"56.5""W x 81""D x 53""H",Current,"B214-84S,1;B214-86,1;B214-87,1",Gray,B214-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/lodanna_full_panel_bed_with_2_storage_drawers/APK-B214-FPS.html,https://www.ashleyfurniture.com/p/lodanna_full_panel_bed_with_2_storage_drawers/APK-B214-FPS.html,LED-Lights,,,,,,,,B214-31-36-46-57-OFF-54-96-92,2025-10-21 09:00:48
115823,Stationary,Sectional,B214B1,Kit,Lodanna,,Dresser and Mirror,,"60.5""W x 17""D x 75.5""H",Current,"B214-31,1;B214-36,1",Gray,B214-FINISH-500,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
57309,Stationary,Sectional,B217B2,Kit,Lodanna,,Queen Panel Bed,,"62.5""W x 84.25""D x 53.5""H",Discontinued,"B217-54,1;B217-57,1",Merlot,B217-FINISH-500,0.0,,Front,,,,,,,,,,,B217-31-36-46-57-54-92,2025-10-21 09:00:48
57353,Stationary,Sectional,B221B11,Kit,Baystorm,B221,King Panel Bed,APK-B221-KPB,"79""W x 83.5""D x 51.5""H",Current,"B221-56,1;B221-58,1",Gray,B221-FINISH-500,0.0,Outlet,Back,https://www.ashleyfurniture.com/p/baystorm_king_panel_bed/APK-B221-KPB.html,https://www.ashleyfurniture.com/p/baystorm_king_panel_bed/APK-B221-KPB.html,LED-Lights,,,,,,,,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
57355,Stationary,Sectional,B221B12,Kit,Baystorm,B221,King Panel Bed with 2 Storage Drawers,APK-B221-KSB,"79.75""W x 86.5""D x 51.5""H",Current,"B100-14,1;B221-56S,1;B221-58,1;B221-95,1",Gray,B221-FINISH-500,0.0,,Back,https://www.ashleyfurniture.com/p/baystorm_king_panel_bed_with_2_storage_drawers/APK-B221-KP2.html,https://www.ashleyfurniture.com/p/baystorm_king_panel_bed_with_2_storage_drawers/APK-B221-KP2.html,LED-Lights,,,,,,,,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
57215,Stationary,Sectional,B221B13,Kit,Baystorm,B221,Queen Panel Bed with 4 Storage Drawers,APK-B221-QS1,"63""W x 86.5""D x 51.5""H",Current,"B100-13,1;B221-54S,1;B221-57,1;B221-60,1;B221-95,1",Gray,B221-FINISH-500,0.0,,Front,https://www.ashleyfurniture.com/p/baystorm_queen_panel_bed_with_4_storage_drawers/APK-B221-QP1.html,https://www.ashleyfurniture.com/p/baystorm_queen_panel_bed_with_4_storage_drawers/APK-B221-QP1.html,,,,,,,1.0,A,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
57219,Stationary,Sectional,B221B15,Kit,Baystorm,B221,King Panel Bed with 4 Storage Drawers,APK-B221-KS1,"79.5""W x 86.5""D x 51.5""H",Current,"B100-14,1;B221-56S,1;B221-58,1;B221-60,1;B221-95,1",Gray,B221-FINISH-500,0.0,,Back,https://www.ashleyfurniture.com/p/baystorm_king_panel_bed_with_4_storage_drawers/APK-B221-KP1.html,https://www.ashleyfurniture.com/p/baystorm_king_panel_bed_with_4_storage_drawers/APK-B221-KP1.html,,,,,,,,,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
93050,Stationary,Sectional,B221B16,Kit,Baystorm,B221,King Panel Bed with 6 Storage Drawers,APK-B221-KS2,"79.5""W x 86.5""D x 51.5""H",Current,"B100-14,1;B221-56S,1;B221-58,1;B221-60,2",Gray,B221-FINISH-500,0.0,,Back,https://www.ashleyfurniture.com/p/baystorm_king_panel_bed_with_6_storage_drawers/APK-B221-KPS.html,https://www.ashleyfurniture.com/p/baystorm_king_panel_bed_with_6_storage_drawers/APK-B221-KPS.html,LED-Lights,,,,,,,,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
57224,Stationary,Sectional,B221B2,Kit,Baystorm,B221,Queen Panel Bed,APK-B221-QPB,"62.75""W x 83.5""D x 51.5""H",Current,"B221-54,1;B221-57,1",Gray,B221-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/baystorm_queen_panel_bed/APK-B221-QPB.html,https://www.ashleyfurniture.com/p/baystorm_queen_panel_bed/APK-B221-QPB.html,LED-Lights,,,,,,1.0,A,B221-31-35-46-53-52-91,2025-10-21 09:00:48
110728,Stationary,Sectional,B221B20,Kit,Baystorm,B221,Twin Panel Bed,APK-B221-TPB,"40.75""W x 78""D x 51.5""H",Current,"B221-52,1;B221-53,1",Gray,B221-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/baystorm_twin_panel_bed/APK-B221-TPB.html,https://www.ashleyfurniture.com/p/baystorm_twin_panel_bed/APK-B221-TPB.html,LED-Lights,,,,,,1.0,A,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
110730,Stationary,Sectional,B221B21,Kit,Baystorm,B221,Full Panel Bed,APK-B221-FPB,"55.75""W x 78""D x 51""H",Current,"B221-84,1;B221-87,1",Gray,B221-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/baystorm_full_panel_bed/APK-B221-FPB.html,https://www.ashleyfurniture.com/p/baystorm_full_panel_bed/APK-B221-FPB.html,LED-Lights,,,,,,1.0,A,B221-31-35-46-87-84-91,2025-10-21 09:00:48
110734,Stationary,Sectional,B221B25,Kit,Baystorm,B221,Full Panel Bed with 4 Storage Drawers,APK-B221-FS1,"55.75""W x 71.75""D x 51.5""H",Current,"B100-12,1;B221-50,1;B221-84S,1;B221-87,1;B221-89,1",Gray,B221-FINISH-500,0.0,,Front,https://www.ashleyfurniture.com/p/baystorm_full_panel_bed_with_4_storage_drawers/APK-B221-FPS.html,https://www.ashleyfurniture.com/p/baystorm_full_panel_bed_with_4_storage_drawers/APK-B221-FPS.html,LED-Lights,,,,,,1.0,A,B221-31-35-46-87-84S-50(2)-89-91,2025-10-21 09:00:48
110739,Stationary,Sectional,B221B27,Kit,Baystorm,B221,Full Panel Bed with 6 Storage Drawers,APK-B221-FS2,"55.75""W x 71.75""D x 51.5""H",Current,"B100-12,1;B221-50,2;B221-84S,1;B221-87,1",Gray,B221-FINISH-500,0.0,,Front,https://www.ashleyfurniture.com/p/baystorm_full_panel_bed_with_6_storage_drawers/APK-B221-FP2.html,https://www.ashleyfurniture.com/p/baystorm_full_panel_bed_with_6_storage_drawers/APK-B221-FP2.html,,,,,,,1.0,A,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
402330,Stationary,Sectional,B221B31,Kit,Baystorm,B221,Queen Panel Bed,APK-B221-QRB,"87""W x 65""D x 61""H",Current,"B221-154,1;B221-157,1;B221-96,1",Gray,B221-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/baystorm_queen_panel_bed/APK-B221-QBP.html,https://www.ashleyfurniture.com/p/baystorm_queen_panel_bed/APK-B221-QBP.html,LED-Lights,,,,,,1.0,A,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
403129,Stationary,Sectional,B221B33,Kit,Baystorm,B221,King Panel Bed,APK-B221-KRB,"87""W x 81""D x 61""H",Current,"B221-156,1;B221-158,1;B221-97,1",Gray,B221-FINISH-500,0.0,Outlet,Back,https://www.ashleyfurniture.com/p/baystorm_king_panel_bed/APK-B221-KBP.html,https://www.ashleyfurniture.com/p/baystorm_king_panel_bed/APK-B221-KBP.html,LED-Lights,,,,,,,,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
413140,Stationary,Sectional,B221B34,Kit,Baystorm,B221,Full Panel Bed with 2 Storage Drawers,APK-B221-FSB,"56""W x 96""D x 52""H",Current,"B100-12,1;B221-84S,1;B221-87,1;B221-89,1",Gray,B221-FINISH-500,0.0,,Front,,,,,,,,,1.0,A,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
57226,Stationary,Sectional,B221B4,Kit,Baystorm,B221,Queen Panel Bed with 6 Storage Drawers,APK-B221-QS2,"63""W x 86.5""D x 51.5""H",Current,"B100-13,1;B221-54S,1;B221-57,1;B221-60,2",Gray,B221-FINISH-500,0.0,,Front,https://www.ashleyfurniture.com/p/baystorm_queen_panel_bed_with_6_storage_drawers/APK-B221-QPS.html,https://www.ashleyfurniture.com/p/baystorm_queen_panel_bed_with_6_storage_drawers/APK-B221-QPS.html,LED-Lights,,,,,,1.0,A,B221-31-36-46-57-54S-60-91,2025-10-21 09:00:48
57229,Stationary,Sectional,B221B5,Kit,Baystorm,B221,Queen Panel Bed with 2 Storage Drawers,APK-B221-QSB,"63""W x 86.5""D x 51.5""H",Current,"B100-13,1;B221-54S,1;B221-57,1;B221-95,1",Gray,B221-FINISH-500,0.0,,Front,https://www.ashleyfurniture.com/p/baystorm_queen_panel_bed_with_2_storage_drawers/APK-B221-QP2.html,https://www.ashleyfurniture.com/p/baystorm_queen_panel_bed_with_2_storage_drawers/APK-B221-QP2.html,LED-Lights,,,,,,1.0,A,B221-31-35-46-57-54S-95-91,2025-10-21 09:00:48
403334,Stationary,Sectional,B221B30,Kit,Elissa Court,,Dresser and Mirror,,"62""W x 15""D x 68""H",Current,"B221-31,1;B221-35,1",Gray,B221-FINISH-500,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
57351,Stationary,Sectional,B221B1,Kit,Elissa Court,,Dresser and Mirror,,"62""W x 15.5""D x 68.5""H",Discontinued,"B221-31,1;B221-36,1",Gray,B221-FINISH-500,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
882175,Stationary,Sectional,B2252B2,Kit,Senbry,B2252,Queen Panel Bed,APK-B2252-QPB,,New,"B2252-54,1;B2252-57,1;B2252-96,1",Tan,,1.0,,,,,,,,,,,,,,2025-10-21 09:00:48
882177,Stationary,Sectional,B2252B4,Kit,Senbry,B2252,Queen Panel Bed with Storage,APK-B2252-QSB,,New,"B100-13,1;B2252-160,1;B2252-54,1;B2252-57,1",Tan,,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
882179,Stationary,Sectional,B2252B6,Kit,Senbry,B2252,Queen Panel Bed with Storage,APK-B2252-QUSB,,New,"B100-13,1;B2252-54,1;B2252-57,1;B2252-60,2",Tan,,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
882170,Stationary,Sectional,B2252B1,Kit,Elissa Court,,Dresser and Mirror,,,Current,"B2252-31,1;B2252-36,1",Tan,,1.0,,,,,,,,,,,,,,2025-10-21 09:00:48
882172,Stationary,Sectional,B2252B10,Kit,Senbry,B2252,King Panel Bed with Storage,APK-B2252-KSB,,Current,"B100-14,1;B2252-56,1;B2252-58,1;B2252-60,2",Tan,,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
882182,Stationary,Sectional,B2252B8,Kit,Senbry,B2252,King Panel Bed,APK-B2252-KPB,,Current,"B2252-56,1;B2252-58,1;B2252-97,1",Tan,,1.0,,,,,,,,,,,,,,2025-10-21 09:00:48
882184,Stationary,Sectional,B2252B9,Kit,Senbry,B2252,King Panel Bed with Storage,APK-B2252-KUSB,,Current,"B100-14,1;B2252-160,1;B2252-56,1;B2252-58,1",Tan,,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
57255,Stationary,Sectional,B227B2,Kit,Elissa Court,,Queen Panel Bed,,"63""W x 88.5""D x 51""H",Discontinued,"B227-54,1;B227-57,1;B227-96,1",Black/Gray,B227-FINISH-500,0.0,,Front,,,,,,,,,,,B227-31-36-46-57-54-96-92-Q333,2025-10-21 09:00:48
620186,Stationary,Sectional,B2473B2,Kit,Elissa Court,B2473,Queen Panel Bed,APK-B2473-QPB,"67""W x 92""D x 66""H",Current,"B2473-54,1;B2473-57,1;B2473-96,1",Black,B2473-FINISH-500,1.0,,Front,https://www.ashleyfurniture.com/p/gardanza_queen_panel_bed/APK-B2473QPB.html,https://www.ashleyfurniture.com/p/gardanza_queen_panel_bed/APK-B2473QPB.html,Wireless-Smartphone-Charger,USB-Chargers,Foundation-Required,,,,1.0,A,B2473-231-36-245-57-54-96-92,2025-10-21 09:00:48
620188,Stationary,Sectional,B2473B4,Kit,Elissa Court,B2473,King Panel Bed,APK-B2473-KPB,"84""W x 92""D x 66""H",Current,"B2473-56,1;B2473-58,1;B2473-97,1",Black,B2473-FINISH-500,1.0,,Back,https://www.ashleyfurniture.com/p/gardanza_king_panel_bed/APK-B2473KPB.html,https://www.ashleyfurniture.com/p/gardanza_king_panel_bed/APK-B2473KPB.html,,,,,,,,,B2473-231-36-245-57-54-96-92,2025-10-21 09:00:48
620184,Stationary,Sectional,B2473B1,Kit,Elissa Court,,Dresser and Mirror,,"63""W x 20""D x 71""H",Current,"B2473-231,1;B2473-36,1",Black,B2473-FINISH-500,1.0,,,,,,,,,,,,,,2025-10-21 09:00:48
57856,Stationary,Sectional,B248B2,Kit,Elissa Court,B248,Queen Panel Bed,APK-B248-QRB,"64""W x 88.5""D x 54""H",Current,"B248-64,1;B248-67,1;B248-98,1",Warm Gray,B248-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/zelen_queen_panel_bed/APK-B248-QRB.html,https://www.ashleyfurniture.com/p/zelen_queen_panel_bed/APK-B248-QRB.html,,,,,,,1.0,A,B248-31-36-46-68-66-99-92,2025-10-21 09:00:48
57858,Stationary,Sectional,B248B4,Kit,Elissa Court,B248,King Panel Bed,APK-B248-KRB,"80""W 88""D x 54""H",Current,"B248-66,1;B248-68,1;B248-99,1",Warm Gray,B248-FINISH-500,0.0,Outlet,Back,https://www.ashleyfurniture.com/p/zelen_king_panel_bed/APK-B248-KRB.html,https://www.ashleyfurniture.com/p/zelen_king_panel_bed/APK-B248-KRB.html,,,,,,,,,B248-31-36-46-68-66-99-92,2025-10-21 09:00:48
110395,Stationary,Sectional,B248B5,Kit,Elissa Court,B248,Full Panel Bed,APK-B248-FRB,"57""W x 83.25""D x 53.75",Current,"B248-84,1;B248-86,1;B248-87,1",Warm Gray,B248-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/zelen_full_panel_bed/APK-B248-FPB.html,https://www.ashleyfurniture.com/p/zelen_full_panel_bed/APK-B248-FPB.html,,,,,,,1.0,A,B248-31-36-46-68-66-99-92,2025-10-21 09:00:48
57854,Stationary,Sectional,B248B1,Kit,Elissa Court,,Dresser and Mirror,,"61""W x 16""D x 76""H",Current,"B248-31,1;B248-36,1",Warm Gray,B248-FINISH-500,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
782592,Stationary,Sectional,B249B11,Kit,Brinxton,B249,Queen Panel Bed,APK-B249-QTB,"65""W x 85""D x 56""H",Current,"B249-54,1;B249-57,1;B249-96,1",Charcoal,,1.0,,Front,https://www.ashleyfurniture.com/p/brinxton_queen_panel_bed/B249B11.html,https://www.ashleyfurniture.com/p/brinxton_queen_panel_bed/B249B11.html,,,,,,,1.0,A,B249-31-36-46-67-64-98-92-Q330,2025-10-21 09:00:48
782594,Stationary,Sectional,B249B13,Kit,Brinxton,B249,King Panel Bed,APK-B249-KTB,"81""W x 85""D x 55""H",Current,"B249-56,1;B249-58,1;B249-97,1",Charcoal,,1.0,,Back,https://www.ashleyfurniture.com/p/brinxton_king_panel_bed/B249B13.html,https://www.ashleyfurniture.com/p/brinxton_king_panel_bed/B249B13.html,,,,,,,,,B249-31-36-46-67-64-98-92-Q330,2025-10-21 09:00:48
57862,Stationary,Sectional,B249B2,Kit,Brinxton,B249,Queen Panel Bed,APK-B249-QPB,"64""W x 88.5""D x 54""H",Current,"B249-64,1;B249-67,1;B249-98,1",Charcoal,B249-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/brinxton_queen_panel_bed/APK-B249-QRB.html,https://www.ashleyfurniture.com/p/brinxton_queen_panel_bed/APK-B249-QRB.html,,,,,,,1.0,A,B249-31-36-46-67-64-98-92-Q330,2025-10-21 09:00:48
57864,Stationary,Sectional,B249B4,Kit,Brinxton,B249,King Panel Bed,APK-B249-KPB,"80""W x 88""D x 54""H",Current,"B249-66,1;B249-68,1;B249-99,1",Charcoal,B249-FINISH-500,0.0,Outlet,Back,https://www.ashleyfurniture.com/p/brinxton_king_panel_bed/APK-B249-KRB.html,https://www.ashleyfurniture.com/p/brinxton_king_panel_bed/APK-B249-KRB.html,,,,,,,,,B249-31-36-46-67-64-98-92-Q330,2025-10-21 09:00:48
110397,Stationary,Sectional,B249B5,Kit,Brinxton,B249,Full Panel Bed,APK-B249-FPB,"57""W x 83.25""D x 53.75""H",Current,"B249-84,1;B249-86,1;B249-87,1",Charcoal,B249-FINISH-500,0.0,Outlet,Front,https://www.ashleyfurniture.com/p/brinxton_full_panel_bed/APK-B249-FPB.html,https://www.ashleyfurniture.com/p/brinxton_full_panel_bed/APK-B249-FPB.html,,,,,,,1.0,A,B249-31-36-46-67-64-98-92-Q330,2025-10-21 09:00:48
57860,Stationary,Sectional,B249B1,Kit,Brinxton,,Dresser and Mirror,,"61""W x 16""D x 76""H",Current,"B249-31,1;B249-36,1",Charcoal,B249-FINISH-500,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
57868,Stationary,Sectional,B251B10,Kit,Juararo,B251,King Poster Bed,APK-B251-KRB,"86""W x 92""D x 68""H",Current,"B251-66,1;B251-68,1;B251-99,1",Dark Brown,B251-57-FINISH-500,0.0,,Back,https://www.ashleyfurniture.com/p/juararo_king_poster_bed/APK-B251-KRB.html,https://www.ashleyfurniture.com/p/juararo_king_poster_bed/APK-B251-KRB.html,,,,,,,,,B251-31-36-46-67-64S-50-98-92,2025-10-21 09:00:48
92544,Stationary,Sectional,B251B12,Kit,Juararo,B251,California King Poster Bed,APK-B251-CRB,"86.5""W x 96.25""D x 68""H",Current,"B251-66,1;B251-68,1;B251-94,1",Dark Brown,B251-FINISH-QL-SWATCH-500,0.0,,Back,https://www.ashleyfurniture.com/p/juararo_california_king_poster_bed/APK-B251-CRB.html,https://www.ashleyfurniture.com/p/juararo_california_king_poster_bed/APK-B251-CRB.html,,,,,,,,,B251-31-36-46-67-64S-50-98-92,2025-10-21 09:00:48
57872,Stationary,Sectional,B251B14,Kit,Juararo,B251,California King Panel Bed,APK-B251-CPB,"76""W x 90.25""D x 54.5""H",Current,"B251-56,1;B251-58,1;B251-94,1",Dark Brown,B251-FINISH-QL-SWATCH-500,0.0,,Back,https://www.ashleyfurniture.com/p/juararo_california_king_panel_bed/APK-B251-CPB.html,https://www.ashleyfurniture.com/p/juararo_california_king_panel_bed/APK-B251-CPB.html,,,,,,,,,B251-31-36-46-67-64S-50-98-92,2025-10-21 09:00:48
57876,Stationary,Sectional,B251B3,Kit,Juararo,B251,Queen Poster Bed,APK-B251-QRB,"70""W x 92""D x 68""H",Current,"B251-64,1;B251-67,1;B251-98,1",Dark Brown,B251-57-FINISH-500,0.0,,Front,https://www.ashleyfurniture.com/p/juararo_queen_poster_bed/APK-B251-QRB.html,https://www.ashleyfurniture.com/p/juararo_queen_poster_bed/APK-B251-QRB.html,,,,,,,1.0,A,B251-31-36-46-67-64-98-92,2025-10-21 09:00:48
57880,Stationary,Sectional,B251B6,Kit,Juararo,B251,Queen Panel Bed,APK-B251-QPB,"63""W x 86""D x 54""H",Current,"B251-54,1;B251-57,1;B251-98,1",Dark Brown,B251-FINISH-QL-SWATCH-500,0.0,,Front,https://www.ashleyfurniture.com/p/juararo_queen_panel_bed/APK-B251-QPB.html,https://www.ashleyfurniture.com/p/juararo_queen_panel_bed/APK-B251-QPB.html,,,,,,,1.0,A,B251-31-36-46-57-54-98-92-ALT,2025-10-21 09:00:48
57882,Stationary,Sectional,B251B9,Kit,Juararo,B251,King Panel Bed,APK-B251-KPB,"80""W x 86""D x 54""H",Current,"B251-56,1;B251-58,1;B251-99,1",Dark Brown,B251-FINISH-QL-SWATCH-500,0.0,,Back,https://www.ashleyfurniture.com/p/juararo_king_panel_bed/APK-B251-KPB.html,https://www.ashleyfurniture.com/p/juararo_king_panel_bed/APK-B251-KPB.html,,,,,,,,,B251-31-36-46-67-64S-50-98-92,2025-10-21 09:00:48
57866,Stationary,Sectional,B251B1,Kit,Juararo,,Dresser and Mirror,,"61""W x 16""D x 76""H",Current,"B251-31,1;B251-36,1",Dark Brown,B251-FINISH-QL-SWATCH-500,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
810195,Stationary,Sectional,B2540B1,Kit,Mollviney,,Dresser and Mirror,,"58.75""W x 16""D x 67.25""H",New,"B2540-31,1;B2540-36,1",White,B2540-SWATCH-500,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
810197,Stationary,Sectional,B2540B2,Kit,Mollviney,B2540,Twin Panel Bed,APK-B2540-TPB,"41""W x 82""D x 58.25""H",New,"B2540-52,1;B2540-53,1",White,,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
810199,Stationary,Sectional,B2540B3,Kit,Mollviney,B2540,Full Panel Bed,APK-B2540-FPB,"56""W x 82""D x 58.25""H",New,"B2540-84,1;B2540-87,1",White,,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
810201,Stationary,Sectional,B2540B6,Kit,Mollviney,B2540,Twin Panel Storage Bed,APK-B2540-TSB,"41""W x 82""D x 58.25""H",New,"B2540-52S,1;B2540-53,1;B2540-83,1",White,,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
810203,Stationary,Sectional,B2540B7,Kit,Mollviney,B2540,Full Panel Storage Bed,APK-B2540-FSB,"56""W x 82""D x 58.25""H",New,"B2540-84S,1;B2540-86,1;B2540-87,1",White,,0.0,,,,,,,,,,,,,,2025-10-21 09:00:48
111387,Stationary,Sectional,B255B10,Kit,Effie,B255,King Panel Bed with 2 Storage Drawers,APK-B255-KSB,"79""W x 89.5""D x 48.5""H",Current,"B100-14,1;B255-56S,1;B255-58,1;B255-95,1",Whitewash,B255-FINISH-500,1.0,,Back,https://www.ashleyfurniture.com/p/effie_king_panel_bed_with_2_storage_drawers/APK-B255-KPS.html,https://www.ashleyfurniture.com/p/effie_king_panel_bed_with_2_storage_drawers/APK-B255-KPS.html,,,,,,,,,B255-31-36-46-57-54S-95-92,2025-10-21 09:00:48
125111,Stationary,Sectional,B255B20,Kit,Effie,,Full Panel Bookcase Bed,,"55.5""W x 85""D x 48.5""H",Discontinued,"B255-84,1;B255-85,1;B255-86,1",Whitewash,B255-FINISH-500,1.0,,Front,,,,,,,,,,,B255-31-36-46-57-54S-95-92,2025-10-21 09:00:48
125113,Stationary,Sectional,B255B21,Kit,Effie,B255,Full Storage Bookcase Bed,APK-B255-FSB,"55.5""W x 85""D x 48.5'H",Discontinued,"B100-12,1;B255-84S,1;B255-85,1;B255-89,1",Whitewash,B255-FINISH-500,1.0,,Front,,,,,,,,,,,B255-31-36-46-57-54S-95-92,2025-10-21 09:00:48
127299,Stationary,Sectional,B255B25,Kit,Effie,B255,Twin Panel Bed,APK-B255-TPB,"40.5""W x 85""D x 48.5""H",Current,"B255-52,1;B255-53,1;B255-83,1",Whitewash,B255-FINISH-500,1.0,,Front,https://www.ashleyfurniture.com/p/effie_twin_panel_bed/APK-B255-TPB.html,https://www.ashleyfurniture.com/p/effie_twin_panel_bed/APK-B255-TPB.html,USB-Chargers,Foundation-Required,,,,,1.0,A,B255-31-36-46-57-54S-95-92,2025-10-21 09:00:48
111393,Stationary,Sectional,B255B4,Kit,Effie,B255,Full Panel Bed,APK-B255-FPB,"55.5""W x 85""D x 48.5""H",Current,"B255-84,1;B255-86,1;B255-87,1",Whitewash,B255-FINISH-500,1.0,,Front,https://www.ashleyfurniture.com/p/effie_full_panel_bed/APK-B255-FPB.html,https://www.ashleyfurniture.com/p/effie_full_panel_bed/APK-B255-FPB.html,,,,,,,1.0,A,B255-31-36-46-57-54S-95-92,2025-10-21 09:00:48
111395,Stationary,Sectional,B255B5,Kit,Effie,B255,Queen Panel Bed,APK-B255-QPB,"62.75""W x 90.25""D x 48.5""H",Current,"B255-54,1;B255-57,1;B255-96,1",Whitewash,B255-FINISH-500,1.0,,Front,https://www.ashleyfurniture.com/p/effie_queen_panel_bed/APK-B255-QPB.html,https://www.ashleyfurniture.com/p/effie_queen_panel_bed/APK-B255-QPB.html,USB-Chargers,Hidden-Storage,Foundation-Required,,,,1.0,A,B255-31-36-11-57-54-96-92,2025-10-21 09:00:48
111397,Stationary,Sectional,B255B6,Kit,Effie,B255,King Panel Bed,APK-B255-KPB,"79""W x 90.25""D x 48.5""H",Current,"B255-56,1;B255-58,1;B255-97,1",Whitewash,B255-FINISH-500,1.0,,Back,https://www.ashleyfurniture.com/p/effie_king_panel_bed/APK-B255-KPB.html,https://www.ashleyfurniture.com/p/effie_king_panel_bed/APK-B255-KPB.html,,,,,,,,,B255-31-36-46-57-54S-95-92,2025-10-21 09:00:48
111401,Stationary,Sectional,B255B8,Kit,Effie,B255,Queen Panel Bed with 2 Storage Drawers,APK-B255-QSB,"62.75""W x 89.5""D x 48.5""H",Current,"B100-13,1;B255-54S,1;B255-57,1;B255-95,1",Whitewash,B255-FINISH-500,1.0,,Front,https://www.ashleyfurniture.com/p/effie_queen_panel_bed_with_2_storage_drawers/APK-B255-QPS.html,https://www.ashleyfurniture.com/p/effie_queen_panel_bed_with_2_storage_drawers/APK-B255-QPS.html,USB-Chargers,Hidden-Storage,Foundation-Not-Required,,,,1.0,A,B255-31-36-46-57-54S-95-92,2025-10-21 09:00:48
